"Date","Time","SensorID","Translate01","Translate02","Value","Sensor_Type","Activity","Hour","Date & Time"
"2013-11-11","15:50:00.825642","LS017","Ignore","Ignore","23","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:50:00.825642"
"2013-11-11","15:50:09.986508","LS015","Ignore","Ignore","5","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:50:09.986508"
"2013-11-11","15:51:11.271822","LS008","Ignore","Ignore","2","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:51:11.271822"
"2013-11-11","15:51:14.391873","LS002","Ignore","Ignore","38","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:51:14.391873"
"2013-11-11","15:51:25.185105","LS003","Ignore","Ignore","19","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:51:25.185105"
"2013-11-11","15:52:26.207498","LS011","Ignore","Ignore","4","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:52:26.207498"
"2013-11-11","15:56:37.076722","LS006","Ignore","Ignore","4","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:56:37.076722"
"2013-11-11","15:56:40.059474","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:56:40.059474"
"2013-11-11","15:56:40.065395","LS017","Ignore","Ignore","22","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:56:40.065395"
"2013-11-11","15:56:41.182035","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:56:41.182035"
"2013-11-11","15:56:43.686714","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:56:43.686714"
"2013-11-11","15:56:43.691311","LS003","Ignore","Ignore","16","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:56:43.691311"
"2013-11-11","15:56:46.123758","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:56:46.123758"
"2013-11-11","15:56:57.745021","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:56:57.745021"
"2013-11-11","15:56:58.866970","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:56:58.866970"
"2013-11-11","15:57:02.334055","MA002","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:57:02.334055"
"2013-11-11","15:57:02.338748","LS002","Ignore","Ignore","34","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:57:02.338748"
"2013-11-11","15:57:03.365747","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:57:03.365747"
"2013-11-11","15:57:04.212801","MA002","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:57:04.212801"
"2013-11-11","15:57:04.492913","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:57:04.492913"
"2013-11-11","15:58:32.284377","LS005","Ignore","Ignore","1","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:58:32.284377"
"2013-11-11","15:58:45.193282","LS010","Ignore","Ignore","3","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:58:45.193282"
"2013-11-11","15:58:49.483501","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:58:49.483501"
"2013-11-11","15:58:50.613780","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:58:50.613780"
"2013-11-11","15:58:50.619178","LS003","Ignore","Ignore","15","Control4-LightSensor","Watch_TV",15,"2013-11-11T15:58:50.619178"
"2013-11-11","15:58:51.171362","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:58:51.171362"
"2013-11-11","15:58:55.104724","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",15,"2013-11-11T15:58:55.104724"
"2013-11-11","15:59:24.477487","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",15,"2013-11-11T15:59:24.477487"
"2013-11-11","15:59:25.603686","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",15,"2013-11-11T15:59:25.603686"
"2013-11-11","16:01:11.213506","LS008","Ignore","Ignore","1","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:01:11.213506"
"2013-11-11","16:03:23.927211","LS016","Ignore","Ignore","5","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:03:23.927211"
"2013-11-11","16:04:24.174596","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:04:24.174596"
"2013-11-11","16:04:25.195790","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:04:25.195790"
"2013-11-11","16:04:25.200222","LS017","Ignore","Ignore","21","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:04:25.200222"
"2013-11-11","16:04:46.569068","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:04:46.569068"
"2013-11-11","16:04:47.695188","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:04:47.695188"
"2013-11-11","16:09:30.783966","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:09:30.783966"
"2013-11-11","16:09:35.666930","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:09:35.666930"
"2013-11-11","16:09:38.849618","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:09:38.849618"
"2013-11-11","16:09:38.855041","LS017","Ignore","Ignore","21","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:09:38.855041"
"2013-11-11","16:10:44.027631","LS011","Ignore","Ignore","3","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:10:44.027631"
"2013-11-11","16:10:57.221952","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:10:57.221952"
"2013-11-11","16:11:00.409471","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:11:00.409471"
"2013-11-11","16:11:00.414193","LS017","Ignore","Ignore","20","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:11:00.414193"
"2013-11-11","16:11:00.969801","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:11:00.969801"
"2013-11-11","16:11:04.157182","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:11:04.157182"
"2013-11-11","16:11:04.716800","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:11:04.716800"
"2013-11-11","16:11:04.721320","LS017","Ignore","Ignore","21","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:11:04.721320"
"2013-11-11","16:11:05.843540","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:11:05.843540"
"2013-11-11","16:11:24.403438","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:11:24.403438"
"2013-11-11","16:11:24.408968","LS017","Ignore","Ignore","20","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:11:24.408968"
"2013-11-11","16:11:29.282628","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:11:29.282628"
"2013-11-11","16:13:07.333533","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:07.333533"
"2013-11-11","16:13:07.338009","LS017","Ignore","Ignore","24","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:13:07.338009"
"2013-11-11","16:13:10.520476","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:10.520476"
"2013-11-11","16:13:10.525141","LS017","Ignore","Ignore","23","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:13:10.525141"
"2013-11-11","16:13:13.520734","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:13.520734"
"2013-11-11","16:13:15.580646","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:15.580646"
"2013-11-11","16:13:18.018452","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:18.018452"
"2013-11-11","16:13:19.893694","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:19.893694"
"2013-11-11","16:13:25.327439","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:25.327439"
"2013-11-11","16:13:26.452222","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:26.452222"
"2013-11-11","16:13:27.201406","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:27.201406"
"2013-11-11","16:13:29.078884","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:29.078884"
"2013-11-11","16:13:29.083336","LS017","Ignore","Ignore","24","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:13:29.083336"
"2013-11-11","16:13:31.511904","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:31.511904"
"2013-11-11","16:13:32.640388","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:32.640388"
"2013-11-11","16:13:54.764657","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:54.764657"
"2013-11-11","16:13:59.829710","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:13:59.829710"
"2013-11-11","16:14:38.733731","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:14:38.733731"
"2013-11-11","16:14:38.738422","LS017","Ignore","Ignore","23","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:14:38.738422"
"2013-11-11","16:14:39.799491","M016","Kitchen","Kitchen","ON","Control4-Motion","Work_At_Table",16,"2013-11-11T16:14:39.799491"
"2013-11-11","16:14:39.804146","LS016","Ignore","Ignore","5","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:14:39.804146"
"2013-11-11","16:14:40.826519","M016","Kitchen","Kitchen","OFF","Control4-Motion","Work_At_Table",16,"2013-11-11T16:14:40.826519"
"2013-11-11","16:14:44.635276","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:14:44.635276"
"2013-11-11","16:14:45.574877","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:14:45.574877"
"2013-11-11","16:14:46.701028","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:14:46.701028"
"2013-11-11","16:15:02.473749","LS011","Ignore","Ignore","4","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:15:02.473749"
"2013-11-11","16:16:36.962468","LS006","Ignore","Ignore","0","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:16:36.962468"
"2013-11-11","16:16:58.870403","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:16:58.870403"
"2013-11-11","16:16:58.875068","LS017","Ignore","Ignore","24","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:16:58.875068"
"2013-11-11","16:16:59.998415","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:16:59.998415"
"2013-11-11","16:37:48.807001","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:37:48.807001"
"2013-11-11","16:37:53.304452","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:37:53.304452"
"2013-11-11","16:38:11.113095","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:38:11.113095"
"2013-11-11","16:38:12.238609","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:38:12.238609"
"2013-11-11","16:38:30.801556","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:38:30.801556"
"2013-11-11","16:38:31.928714","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:38:31.928714"
"2013-11-11","16:39:17.912790","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:39:17.912790"
"2013-11-11","16:39:21.288829","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:39:21.288829"
"2013-11-11","16:39:39.845946","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:39:39.845946"
"2013-11-11","16:39:42.668085","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:39:42.668085"
"2013-11-11","16:41:00.220858","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:41:00.220858"
"2013-11-11","16:41:01.347153","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:41:01.347153"
"2013-11-11","16:41:15.220756","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:41:15.220756"
"2013-11-11","16:41:16.908310","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:41:16.908310"
"2013-11-11","16:41:16.913776","LS017","Ignore","Ignore","24","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:41:16.913776"
"2013-11-11","16:41:18.035313","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:41:18.035313"
"2013-11-11","16:41:19.156397","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:41:19.156397"
"2013-11-11","16:50:13.102650","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:13.102650"
"2013-11-11","16:50:20.041263","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:20.041263"
"2013-11-11","16:50:22.666194","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:22.666194"
"2013-11-11","16:50:23.789096","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:23.789096"
"2013-11-11","16:50:24.349326","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:24.349326"
"2013-11-11","16:50:26.974097","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:26.974097"
"2013-11-11","16:50:33.723687","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:33.723687"
"2013-11-11","16:50:39.350072","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:50:39.350072"
"2013-11-11","16:55:20.197379","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:55:20.197379"
"2013-11-11","16:55:21.322091","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:55:21.322091"
"2013-11-11","16:57:59.023011","LS002","Ignore","Ignore","17","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:57:59.023011"
"2013-11-11","16:57:59.277167","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:57:59.277167"
"2013-11-11","16:58:00.304788","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:58:00.304788"
"2013-11-11","16:58:06.364645","LS014","Ignore","Ignore","2","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:58:06.364645"
"2013-11-11","16:58:27.790241","LS011","Ignore","Ignore","29","Control4-LightSensor","Work_At_Table",16,"2013-11-11T16:58:27.790241"
"2013-11-11","16:58:33.304740","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:58:33.304740"
"2013-11-11","16:58:34.426787","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:58:34.426787"
"2013-11-11","16:58:52.423389","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:58:52.423389"
"2013-11-11","16:58:53.546138","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",16,"2013-11-11T16:58:53.546138"
"2013-11-11","17:03:17.522862","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:03:17.522862"
"2013-11-11","17:03:23.521534","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:03:23.521534"
"2013-11-11","17:03:51.682979","LS006","Ignore","Ignore","0","Control4-LightSensor","Work_At_Table",17,"2013-11-11T17:03:51.682979"
"2013-11-11","17:06:21.817527","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:06:21.817527"
"2013-11-11","17:06:22.942182","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:06:22.942182"
"2013-11-11","17:07:42.619339","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:07:42.619339"
"2013-11-11","17:07:45.806566","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:07:45.806566"
"2013-11-11","17:07:45.811107","LS017","Ignore","Ignore","24","Control4-LightSensor","Work_At_Table",17,"2013-11-11T17:07:45.811107"
"2013-11-11","17:07:48.244385","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:07:48.244385"
"2013-11-11","17:07:53.032800","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:07:53.032800"
"2013-11-11","17:07:53.038377","LS017","Ignore","Ignore","25","Control4-LightSensor","Work_At_Table",17,"2013-11-11T17:07:53.038377"
"2013-11-11","17:08:27.633704","LS011","Ignore","Ignore","30","Control4-LightSensor","Work_At_Table",17,"2013-11-11T17:08:27.633704"
"2013-11-11","17:09:29.809884","LS010","Ignore","Ignore","0","Control4-LightSensor","Work_At_Table",17,"2013-11-11T17:09:29.809884"
"2013-11-11","17:09:33.796616","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:09:33.796616"
"2013-11-11","17:09:34.916210","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:09:34.916210"
"2013-11-11","17:10:47.663666","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:10:47.663666"
"2013-11-11","17:10:48.788949","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:10:48.788949"
"2013-11-11","17:11:58.934685","LS002","Ignore","Ignore","18","Control4-LightSensor","Work_At_Table",17,"2013-11-11T17:11:58.934685"
"2013-11-11","17:12:09.719711","LS003","Ignore","Ignore","8","Control4-LightSensor","Work_At_Table",17,"2013-11-11T17:12:09.719711"
"2013-11-11","17:16:15.190812","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:16:15.190812"
"2013-11-11","17:16:16.316180","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:16:16.316180"
"2013-11-11","17:16:27.942456","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:16:27.942456"
"2013-11-11","17:16:29.067752","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:16:29.067752"
"2013-11-11","17:17:50.344327","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:17:50.344327"
"2013-11-11","17:17:51.367799","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:17:51.367799"
"2013-11-11","17:30:26.243858","M008","LivingRoom","Hall","ON","Control4-Motion","Watch_TV",17,"2013-11-11T17:30:26.243858"
"2013-11-11","17:30:28.612389","MA002","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:30:28.612389"
"2013-11-11","17:30:28.872676","M008","LivingRoom","Hall","OFF","Control4-Motion","Watch_TV",17,"2013-11-11T17:30:28.872676"
"2013-11-11","17:30:30.297887","MA002","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:30:30.297887"
"2013-11-11","17:30:30.303383","LS002","Ignore","Ignore","17","Control4-LightSensor","Watch_TV",17,"2013-11-11T17:30:30.303383"
"2013-11-11","17:38:45.341920","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:38:45.341920"
"2013-11-11","17:38:46.364529","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:38:46.364529"
"2013-11-11","17:38:46.819709","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:38:46.819709"
"2013-11-11","17:38:46.824811","LS003","Ignore","Ignore","7","Control4-LightSensor","Watch_TV",17,"2013-11-11T17:38:46.824811"
"2013-11-11","17:38:48.681528","MA002","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:38:48.681528"
"2013-11-11","17:38:51.625887","MA002","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:38:51.625887"
"2013-11-11","17:38:53.539672","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:38:53.539672"
"2013-11-11","17:39:02.726402","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:39:02.726402"
"2013-11-11","17:39:02.730963","LS003","Ignore","Ignore","8","Control4-LightSensor","Watch_TV",17,"2013-11-11T17:39:02.730963"
"2013-11-11","17:39:08.166593","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:39:08.166593"
"2013-11-11","17:39:53.347864","MA003","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:39:53.347864"
"2013-11-11","17:39:55.746647","MA002","LivingRoom","LivingRoom","ON","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:39:55.746647"
"2013-11-11","17:39:55.751075","LS002","Ignore","Ignore","18","Control4-LightSensor","Watch_TV",17,"2013-11-11T17:39:55.751075"
"2013-11-11","17:39:56.870380","MA002","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:39:56.870380"
"2013-11-11","17:39:56.874952","LS002","Ignore","Ignore","17","Control4-LightSensor","Watch_TV",17,"2013-11-11T17:39:56.874952"
"2013-11-11","17:39:58.034723","MA003","LivingRoom","LivingRoom","OFF","Control4-MotionArea","Watch_TV",17,"2013-11-11T17:39:58.034723"
"2013-11-11","17:47:07.127536","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:47:07.127536"
"2013-11-11","17:47:10.319202","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:47:10.319202"
"2013-11-11","17:47:11.629106","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:47:11.629106"
"2013-11-11","17:47:15.378654","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:47:15.378654"
"2013-11-11","17:59:12.677094","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:59:12.677094"
"2013-11-11","17:59:16.802834","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",17,"2013-11-11T17:59:16.802834"
"2013-11-11","18:10:45.418757","MA017","DiningRoom","DiningRoom","ON","Control4-MotionArea","Work_At_Table",18,"2013-11-11T18:10:45.418757"
"2013-11-11","18:10:48.605062","MA017","DiningRoom","DiningRoom","OFF","Control4-MotionArea","Work_At_Table",18,"2013-11-11T18:10:48.605062"
"2013-11-11","18:10:51.104858","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:10:51.104858"
"2013-11-11","18:10:51.601777","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:10:51.601777"
"2013-11-11","18:10:53.101258","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Dinner",18,"2013-11-11T18:10:53.101258"
"2013-11-11","18:10:53.165693","LS015","Ignore","Ignore","23","Control4-LightSensor","Cook_Dinner",18,"2013-11-11T18:10:53.165693"
"2013-11-11","18:10:53.431509","LS011","Ignore","Ignore","30","Control4-LightSensor","Cook_Dinner",18,"2013-11-11T18:10:53.431509"
"2013-11-11","18:10:55.042548","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:10:55.042548"
"2013-11-11","18:10:55.165148","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:10:55.165148"
"2013-11-11","18:10:55.170737","LS016","Ignore","Ignore","39","Control4-LightSensor","Cook_Dinner",18,"2013-11-11T18:10:55.170737"
"2013-11-11","18:11:03.292618","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:11:03.292618"
"2013-11-11","18:11:03.414806","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:11:03.414806"
"2013-11-11","18:11:04.412426","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:11:04.412426"
"2013-11-11","18:11:04.538118","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:11:04.538118"
"2013-11-11","18:11:04.543554","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Dinner",18,"2013-11-11T18:11:04.543554"
"2013-11-11","18:11:11.485775","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:11:11.485775"
"2013-11-11","18:11:11.727900","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Dinner",18,"2013-11-11T18:11:11.727900"
